No.,V,Compound,Group,Type,To IS,Ret.Time [min.],from [min.],...to [min.],Sum from [min.],Sum ...to [min.],SSV,QVal.,Peak ID,Comments,Search,Integrate,RI_exp,RT_exp,from,to,sumfrom,sumto
351,NA,5 (DCSE),ms-sub,NA,NA,14.6371164957685,14.1371164957685,15.1371164957685,13.6371164957685,15.6371164957685,7,90,Best Q Value (1),"From NIST: C16H28O4Si2, Mol.weight = 340; Contributor: G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON, s;",(Default),(Custom),1116.3244157199022,12.83272186664456,12.33272186664456,13.33272186664456,11.83272186664456,13.83272186664456
352,NA,Phenylethyl Alcohol,26-27min,NA,NA,14.6677775065107,14.1677775065107,15.1677775065107,13.6677775065107,15.6677775065107,7,90,Best Q Value (1),"From NIST: C8H10O, Mol.weight = 122; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW- 710; Synonyms: Benzeneethanol, Phenethyl alcohol, ?-Hydroxyethylbenzene, ?-Phenethyl alcohol, ?-Phenylethanol, ?-Phenylethyl alcohol, ?-PEA, Benzyl Carbinol, Ethanol, 2-phenyl-, Phenethanol, PEA, 2-Phenethyl Alcohol, 2-Phenylethanol, 2-Phenylethyl alcohol, Methanol, benzyl-, Phenylethanol, Phenylethyl, b- alcohol, 2-PEA, ?-Fenethylalkohol, ?-Fenylethanol, Orange oil, Rose oil, ?-Phenethanol, 2-Phenethanol, ?-P.E.A., 1-Phenyl-2-ethanol, Hydroxyethylbenzene, Mellol, Beta-phenylethyl alcohol;",(Default),(Default),1117,12.852044708252178,12.352044708252178,13.352044708252178,11.852044708252178,13.852044708252178
353,NA,114,20-21min,NA,NA,14.6752522786461,14.1752522786461,15.1752522786461,13.6752522786461,15.6752522786461,7,90,Best Q Value (1),"Benzenamine, 4-methoxy-N-methyl-",(Default),(Default),1117.5668125060884,12.868256494995913,12.368256494995913,13.368256494995913,11.868256494995913,13.868256494995913
354,NA,106,19-20min,NA,NA,14.7318471272789,14.2318471272789,15.231847127279,13.7318471272789,15.731847127279,7,90,Best Q Value (1),NA,(Default),(Default),1119.4105732145479,12.920991138446704,12.420991138446704,13.420991138446704,11.920991138446704,13.920991138446704
355,NA,alpha-cyclocitral,15-16min,NA,NA,14.8097981770836,14.3097981770836,15.3097981770836,13.8097981770836,15.8097981770836,7,90,Best Q Value (1),"From NIST: C10H16O, Mol.weight = 152; Contributor: MASS SPECTRA OF ORGANIC COMPOUNDS, V. 6, B. H. KENNETT ET AL, DIV. OF FOOD RESEARCH, CSIRO, AUSTRALIA; Synonyms: 2,6,6-Trimethyl-2-cyclohexene-1-carboxaldehyde, ?-Cyclocitral, Filipendulal, 1-Formyl-2,6,6-trimethyl-2-cyclohexene, 2,6,6-Trimethyl-2-cyclohexene-1-carbaldehyde  #;",(Default),(Default),1117,12.852044708252178,12.352044708252178,13.352044708252178,11.852044708252178,13.852044708252178
356,NA,107,19-20min,NA,NA,14.8994954427086,14.3994954427086,15.3994954427086,13.8994954427086,15.8994954427087,7,90,Best Q Value (1),"From NIST: C9H14O, Mol.weight = 138; Contributor: Chemical Concepts; Synonyms: ?-Isophoron, ?-Isophorone, Isoacetophorone, Isoforon, Isophoron, Isophorone, 3,5,5-Trimethyl-2-cyclohexenone, 3,5,5-Trimethylcyclohexen-2-one-1, 3,5,5-Trimethylcyclohex-2-enone, Isoforone, Izoforon, NCI-C55618, 1,1,3-Trimethyl-3-cyclohexene-5-one, 3,5,5-Trimethyl-2-cyclohexen-1-on, 3,5,5-Trimethyl-2-cyclohexen-1-one, 3,5,5-Trimethyl-2-cyclohexene-1-one, 3,5,5-Trimetil-2-cicloesen-1-one, 3,3,5-Trimethyl-2-cyclohexen-1-one;",(Default),(Default),1124.8722607054763,13.077204545724705,12.577204545724705,13.577204545724705,12.077204545724705,14.077204545724705
357,NA,Ethyl hexanoic acid<2->,27-28min,NA,NA,14.9187164306644,14.4187164306644,15.4187164306644,13.9187164306643,15.9187164306644,7,90,Best Q Value (1),12.30,(Default),(Default),1122,12.995053080241115,12.495053080241115,13.495053080241115,11.995053080241115,13.995053080241115
358,NA,199,36-37min,NA,NA,15.0276346842451,14.5276346842451,15.5276346842451,14.0276346842451,16.0276346842451,7,90,Best Q Value (1),"2,5-Pyrrolidinedione",(Default),(Default),1129.046812002357,13.196603702674947,12.696603702674947,13.696603702674947,12.196603702674947,14.196603702674947
359,NA,Ocimene<allo->,10-11 min,TRUE,NA,15.0724833170576,14.5724833170576,15.5724833170576,14.0724833170576,16.0724833170576,7,90,Best Q Value (1),12.70,(Default),(Default),1130,13.223866475423412,12.723866475423412,13.723866475423412,12.223866475423412,14.223866475423412
360,NA,Limona ketone,18-19min,NA,NA,15.2486745198571,14.7486745198571,15.7486745198571,14.2486745198571,16.2486745198571,7,90,Best Q Value (1),NA,(Default),(Default),1133,13.30967149861677,12.80967149861677,13.80967149861677,12.30967149861677,14.30967149861677
361,NA,"2,5-Pyrrolidinedione, 1-ethyl-",25-26min,NA,NA,15.3042012532555,14.8042012532555,15.8042012532555,14.3042012532555,16.3042012532555,7,90,Best Q Value (1),"From NIST: C6H9NO2, Mol.weight = 127; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-1303; Synonyms: Succinimide, N-ethyl-, N-Ethylsuccinimide, 1-Ethyl-2,5-pyrrolidinedione  #;",(Default),(Default),1138.0568647816017,13.454306298573776,12.954306298573776,13.954306298573776,12.454306298573776,14.454306298573776
362,NA,115,20-21min,NA,NA,15.3266265869144,14.8266265869144,15.8266265869144,14.3266265869143,16.3266265869144,7,90,Best Q Value (1),1-Nonanol,(Default),(Default),1138.787442741844,13.47520205151483,12.97520205151483,13.97520205151483,12.47520205151483,14.47520205151483
363,NA,"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-, [1S-(1?,3?,5?)]-",-,TRUE,NA,15.3960347493493,14.8960347493493,15.8960347493493,14.3960347493492,16.3960347493493,7,90,Best Q Value (1),L-trans-Pinocarveol,(Default),(Default),1139.28125,13.48932576592787,12.98932576592787,13.98932576592787,12.48932576592787,14.48932576592787
364,NA,Benzyl nitrile,26-27min,NA,NA,15.4430196126305,14.9430196126305,15.9430196126305,14.4430196126305,16.4430196126305,7,90,Best Q Value (1),"From NIST: C8H7N, Mol.weight = 117; Contributor: A.E.WILLIAMS ICI DYESTUFFS DIVISION, BLACKLEY, MANCHESTER, UK; Synonyms: Benzyl cyanide, Benzeneacetonitrile, Acetonitrile, phenyl-, ?-Cyanotoluene, ?-Tolunitrile, .omega.-Cyanotoluene, Phenylacetonitrile, 2-Phenylacetonitrile, Toluene, ?-cyano-, USAF KF-21, (Cyanomethyl)benzene, Phenyl acetyl nitrile, UN 2470, Phenacetonitrile, enzylcyanide;",(Default),(Default),1140,13.509883219401281,13.009883219401281,14.009883219401281,12.509883219401281,14.509883219401281
365,NA,2-Oxepanone,25-26min,NA,NA,15.4622395833336,14.9622395833336,15.9622395833337,14.4622395833336,16.4622395833337,7,90,Best Q Value (1),"From NIST: C6H10O2, Mol.weight = 114; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW- 859; Synonyms: ?-Caprolactone, Caprolactone, Hexamethylene oxide, 2-oxo-, Hexanoic acid, 6-hydroxy-, ?-lactone, 1,6-Hexanolide, 5-Caprolactone, 6-Hexanolactone, 6-Hydroxyhexanoic acid lactone, 2-Oxacycloheptanone, 6-Caprolactone, 6-Hexanolacetone, E-Caprolactone, Hexanoic acid, ?-lactone, ?-Kaprolakton, Placcel M, Hexanoic acid, 6-hydroxy-, lactone, ?-Caprolactone monomer, 1-Oxa-2-oxocycloheptane, 6-Caprolactone monomer, 6-Hexanalactone, 6-Hexanolide, 6-Hydroxyhexan-6-olide, Hexan-6-olide;",(Default),(Default),1143,13.59568824259464,13.09568824259464,14.09568824259464,12.59568824259464,14.59568824259464
366,NA,"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-",ms-sub,NA,NA,15.4909332275394,14.9909332275394,15.9909332275394,14.4909332275394,16.4909332275394,7,90,Best Q Value (1),"From NIST: C9H14O, Mol.weight = 138; Contributor: Philip Morris R&D; Synonyms: ?-Pinone, Nopinon, Nopinone, 2-Norpinanone, 6,6-dimethyl-, 6,6-Dimethylbicyclo(3.1.1)heptan-2-one;",(Default),(Custom),1137.8,13.44695953572615,12.94695953572615,13.94695953572615,12.44695953572615,14.44695953572615
367,NA,116,20-21min,NA,NA,15.522037760417,15.022037760417,16.022037760417,14.522037760417,16.522037760417,7,90,Best Q Value (1),NA,(Default),(Default),1145.1535953582377,13.657284675815543,13.157284675815543,14.157284675815543,12.657284675815543,14.657284675815543
368,NA,Pyranone,32-33min,NA,NA,15.5583445231123,15.0583445231123,16.0583445231123,14.5583445231123,16.5583445231123,7,90,Best Q Value (1),"4H-Pyran-4-one, 2,3-dihydro-3,5-dihydroxy-6-methyl-",(Default),(Default),1153,13.88170498657251,13.38170498657251,14.38170498657251,12.88170498657251,14.88170498657251
369,NA,13 (DCSE),ms-sub,NA,NA,15.5756835937503,15.0756835937503,16.0756835937503,14.5756835937503,16.5756835937503,7,90,Best Q Value (1),"From NIST: C12H16O3, Mol.weight = 208; Contributor: ; Synonyms: 2H-Pyran, tetrahydro-2-isopropoxy-, Tetrahydro-2-isopropoxypyran, 2-Isopropoxytetrahydropyran, Isopropyl tetrahydro-2H-pyran-2-yl ether  #;",(Default),(Custom),1146.90128233085,13.707271449555456,13.207271449555456,14.207271449555456,12.707271449555456,14.707271449555456
370,NA,124,21-22min,NA,NA,15.6373636881514,15.1373636881513,16.1373636881514,14.6373636881513,16.6373636881514,7,90,Best Q Value (1),"Benzaldehyde, 2-ethyl-",(Default),(Default),1148.9107114096112,13.764744485791622,13.264744485791622,14.264744485791622,12.764744485791622,14.764744485791622
371,NA,Camphor,17-18min,NA,NA,15.6747375488284,15.1747375488284,16.1747375488285,14.6747375488284,16.6747375488285,7,90,Best Q Value (1),"From NIST: C10H16O, Mol.weight = 152; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: (-)-Alcanfor, (-)-Camphor, Camphor, (1S,4S)-(-)-, L-camphor, Levo-(-)-camphor, (1S)-(-)-Camphor, Camphor, l-, (-)-, CAMPHORE, 1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one  #;",(Default),(Default),1146,13.681493265788005,13.181493265788005,14.181493265788005,12.681493265788005,14.681493265788005
372,NA,"(R,S)-5-Ethyl-6-methyl-3E-hepten-2-one",16-17min,NA,NA,15.7345357259118,15.2345357259118,16.2345357259118,14.7345357259118,16.7345357259118,7,90,Best Q Value (1),NA,(Default),(Default),1147,13.71009494018579,13.21009494018579,14.21009494018579,12.71009494018579,14.71009494018579
373,NA,108,19-20min,NA,NA,15.79860534668,15.29860534668,16.29860534668,14.79860534668,16.79860534668,7,90,Best Q Value (1),NA,(Default),(Default),1154.1636812777845,13.914988219582506,13.414988219582506,14.414988219582506,12.914988219582506,14.914988219582506
374,NA,Ethyl hexyl acetate<2->,14-15min,NA,NA,15.8626749674482,15.3626749674482,16.3626749674482,14.8626749674482,16.8626749674483,7,90,Best Q Value (1),13.59,(Default),(Default),1153,13.88170498657251,13.38170498657251,14.38170498657251,12.88170498657251,14.88170498657251
375,NA,Heptalactone<gamma->,24-25min,NA,NA,15.8808278401696,15.3808278401696,16.3808278401696,14.8808278401696,16.8808278401696,7,90,Best Q Value (1),13.38,(Default),(Default),1144,13.624289916992426,13.124289916992426,14.124289916992426,12.624289916992426,14.624289916992426
376,NA,86,17-18min,NA,NA,15.8850992838545,15.3850992838545,16.3850992838545,14.8850992838545,16.8850992838545,7,90,Best Q Value (1),NA,(Default),(Default),1156.9815017461633,13.995582603130492,13.495582603130492,14.495582603130492,12.995582603130492,14.995582603130492
377,NA,Isomenthone,16-17min,NA,NA,15.9705251057946,15.4705251057946,16.4705251057946,14.9705251057946,16.9705251057946,7,90,Best Q Value (1),"From NIST: C10H18O, Mol.weight = 154; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: p-Menthan-3-one, Menthone, 2-Isopropyl-5-methylcyclohexanone, dl-Menthone, p-Menthanone, 5-Methyl-2-(isopropyl)cyclohexanone, 5-Methyl-2-(1-methylethyl)cyclohexanone, l-Menthone;",(Default),(Default),1154,13.910306660970296,13.410306660970296,14.410306660970296,12.910306660970296,14.910306660970296
378,NA,93,18-19min,NA,NA,15.9865427652998,15.4865427652998,16.4865427652998,14.9865427652998,16.9865427652998,7,90,Best Q Value (1),NA,(Default),(Default),1160.286352094501,14.09010685672706,13.59010685672706,14.59010685672706,13.09010685672706,15.09010685672706
379,NA,"2(3H)-Furanone, dihydro-4-hydroxy-",38-39min,NA,NA,16.0153737386071,15.5153737386071,16.5153737386071,15.0153737386071,17.0153737386071,7,90,Best Q Value (1),NA,(Default),(Default),1153,13.88170498657251,13.38170498657251,14.38170498657251,12.88170498657251,14.88170498657251
380,NA,118,20-21min,NA,NA,16.0751719156904,15.5751719156904,16.5751719156904,15.0751719156904,17.0751708984378,7,90,Best Q Value (1),NA,(Default),(Default),1163.173734057029,14.17269081548133,13.67269081548133,14.67269081548133,13.17269081548133,15.17269081548133
381,NA,117,20-21min,NA,NA,16.0789998372399,15.5789998372399,16.5789998372399,15.0789998372399,17.0789998372399,7,90,Best Q Value (1),Fro,(Default),(Default),1163.2984410139081,14.176257643257124,13.676257643257124,14.676257643257124,13.176257643257124,15.176257643257124
382,NA,Isoborneol,21-22min,NA,NA,16.0794433593753,15.5794433593753,16.5794433593753,15.0794433593753,17.0794433593753,7,90,Best Q Value (1),13.87,(Default),(Default),1156,13.967510009765874,13.467510009765874,14.467510009765874,12.967510009765874,14.967510009765874
383,NA,Nerol oxide,16-17 min,TRUE,NA,16.1000000000003,15.6000000000003,16.6000000000003,15.1000000000003,17.1000000000003,7,90,Best Q Value (1),13.80,(Default),(Default),1149.2,13.773018623860922,13.273018623860922,14.273018623860922,12.773018623860922,14.773018623860922
384,NA,"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1-alpha,2-alpha,5-alpha)-",-,TRUE,NA,16.1072072347008,15.6072072347008,16.6072072347009,15.1072072347008,17.1072062174483,7,90,Best Q Value (1),Pinocamphone,(Default),(Default),1161,14.110518381754806,13.610518381754806,14.610518381754806,13.110518381754806,15.110518381754806
385,NA,Viridene,23-24 min,TRUE,NA,16.1712768554691,15.6712768554691,16.6712768554691,15.1712768554691,17.1712768554691,7,90,Best Q Value (1),14.21,(Custom),(Default),1163,14.167721730550383,13.667721730550383,14.667721730550383,13.167721730550383,15.167721730550383
386,NA,Benzenecarboxylic acid,36-37min,NA,NA,16.247091674805,15.747091674805,16.747091674805,15.247091674805,17.2470906575524,7,90,Best Q Value (1),"From NIST: C7H6O2, Mol.weight = 122; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-1867; Synonyms: Benzeneformic acid, Benzenemethanoic acid, Benzoesaeure GK, Benzoesaeure GV, Carboxybenzene, Dracylic acid, Phenylcarboxylic acid, Phenylformic acid, Retarder BA, Retardex, Salvo, liquid, Solvo, powder, Tenn-Plas, Acide benzoique, Benzoic acid, tech., Kyselina benzoova, Salvo, Benzoesaeure, Salvo powder,  210, a 1, a 1 (acid), alvo liquid, olvo powder, henylcarboxy, Benzenemethonic acid, Diacylic acid, Flowers of benjamin, Flowers of benzoin, Nipacide, Oracylic acid, Predominantly benzoic acid, Retarded BA, Retarder BA, BAX, Benzoic acid;",(Default),(Default),1190,14.939966939290631,14.439966939290631,15.439966939290631,13.939966939290631,15.939966939290631
387,NA,20,37-38min,NA,NA,16.2599060058597,15.7599060058597,16.7599060058597,15.2599060058597,17.2599060058597,7,90,Best Q Value (1),NA,(Default),(Default),1169.1920460623696,14.344824615882379,13.844824615882379,14.844824615882379,13.344824615882379,15.344824615882379
388,NA,Benzyl acetate,22-23min,NA,NA,16.2663126627607,15.7663126627607,16.7663126627608,15.2663126627607,17.2663126627608,7,90,Best Q Value (1),"From NIST: C9H10O2, Mol.weight = 150; Contributor: Chemical Concepts; Synonyms: Acetic acid, benzyl ester, ?-Acetoxytoluene, Benzyl acetate, Benzyl ethanoate, NCI-C06508, Benzylester kyseliny octove, Phenylmethyl acetate, Benzyl ester of acetic acid, (Acetoxymethyl)benzene, Plastolin I;",(Default),(Default),1167,14.28212842814153,13.78212842814153,14.78212842814153,13.28212842814153,15.28212842814153
389,NA,119,20-21min,NA,NA,16.2962117513024,15.7962117513024,16.7962117513024,15.2962117513024,17.2962117513024,7,90,Best Q Value (1),NA,(Default),(Default),1170.374823445041,14.37865402946661,13.87865402946661,14.87865402946661,13.37865402946661,15.37865402946661
390,NA,Borneol,21-22min,NA,NA,16.3528065999352,15.8528065999352,16.8528065999352,15.3528065999352,17.3528076171878,7,90,Best Q Value (1),14.29,(Default),(Default),1169,14.339331776937103,13.839331776937103,14.839331776937103,13.339331776937103,15.339331776937103
391,NA,Ethyl benzoate,-,TRUE,NA,16.3987233479821,15.8987233479821,16.8987233479821,15.3987233479821,17.3987223307295,7,90,Best Q Value (1),14.47,(Default),(Default),1171,14.39653512573268,13.89653512573268,14.89653512573268,13.39653512573268,15.39653512573268
392,NA,79,16-17min,NA,NA,16.4393005371097,15.9393005371097,16.9393005371097,15.4393005371097,17.4393005371097,7,90,"QR, Best RT (1)",NA,(Custom),(Default),1175.03640462188,14.511983056465407,14.011983056465407,15.011983056465407,13.511983056465407,15.511983056465407
393,NA,1-Nonanol,21-22min,NA,NA,16.4916239420576,15.9916239420576,16.9916239420576,15.4916239420576,17.4916239420576,7,90,"QR, Best RT (1)","From NIST: C9H20O, Mol.weight = 144; Contributor: TNO Volatile Compounds in Food - Chemical Concepts; Synonyms: Nonyl alcohol, n-Nonyl alcohol, Octyl carbinol, Pelargonic alcohol, Alcohol c-9, Nonalol, Nonan-1-ol, Nonanol-(1), n-Nonan-1-ol, n-Nonanol;",(Custom),(Default),1174,14.482340148926038,13.982340148926038,14.982340148926038,13.482340148926038,15.482340148926038
394,NA,3-Methylacetophenone,22-23min,NA,NA,16.5183197021488,16.0183197021488,17.0183197021488,15.5183197021487,17.5183186848962,7,90,Best Q Value (1),NA,(Default),(Default),1171,14.39653512573268,13.89653512573268,14.89653512573268,13.39653512573268,15.39653512573268
395,NA,Menthol,20-21min,NA,NA,16.551422119141,16.0514221191409,17.051422119141,15.5514221191409,17.551422119141,7,92,Best Q Value (1),"From NIST: C10H20O, Mol.weight = 156; Contributor: MASS SPECTRA OF ORGANIC COMPOUNDS, V. 6, B. H. KENNETT ET AL, DIV. OF FOOD RESEARCH, CSIRO, AUSTRALIA; Synonyms: Cyclohexanol, 5-methyl-2-(1-methylethyl)-, p-Menthan-3-ol, Menthyl alcohol, 2-Isopropyl-5-methylcyclohexanol, 3-p-Menthanol, 3-Hydroxy-p-menthane;",(Custom),(Default),1177,14.568145172119397,14.068145172119397,15.068145172119397,13.568145172119397,15.568145172119397
396,NA,Octanoic acid,29-30min,NA,NA,16.5621012369795,16.0621012369795,17.0621012369795,15.5621012369795,17.5621012369795,7,90,Best Q Value (1),14.37,(Default),(Default),1174,14.482340148926038,13.982340148926038,14.982340148926038,13.482340148926038,15.482340148926038
397,NA,Linalool oxide<cis->(pyanoid),23-24min,NA,NA,16.5845255533857,16.0845255533857,17.0845255533858,15.5845255533857,17.5845255533858,7,90,Best Q Value (1),14.52,(Default),(Default),1173,14.453738474528253,13.953738474528253,14.953738474528253,13.453738474528253,15.453738474528253
398,NA,"Benzaldehyde, 2,4-dimethyl-",22-23min,NA,NA,16.5845255533857,16.0845255533857,17.0845255533858,15.5845255533857,17.5845255533858,7,90,Best Q Value (1),NA,(Default),(Default),1181,14.682551869710549,14.182551869710549,15.182551869710549,13.682551869710549,15.682551869710549
399,NA,"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1-alpha,2-beta,5-alpha)",-,TRUE,NA,16.5920003255212,16.0920003255212,17.0920003255212,15.5920003255211,17.5920003255212,7,90,Best Q Value (1),Isocamphopinone,(Default),(Default),1173.5,14.468039311727143,13.968039311727143,14.968039311727143,13.468039311727143,15.468039311727143
400,NA,69,15-16min,NA,NA,16.6784942626956,16.1784942626956,17.1784952799483,15.6784942626956,17.6784952799483,7,90,Best Q Value (1),NA,(Default),(Default),1182.828915841528,14.734861925110888,14.234861925110888,15.234861925110888,13.734861925110888,15.734861925110888
401,NA,Linalool oxide<trans->(pyranoid),23-24 min,TRUE,NA,16.6881042480472,16.1881042480472,17.1881042480472,15.6881042480472,17.6881042480472,7,90,Best Q Value (1),14.64,(Default),(Default),1178,14.596746846517185,14.096746846517185,15.096746846517185,13.596746846517185,15.596746846517185
402,NA,Terpinen-4-ol,19-20min,NA,NA,16.6977152506514,16.1977152506514,17.1977152506514,15.6977152506514,17.6977152506514,7,90,Best Q Value (1),"From NIST: C10H18O, Mol.weight = 154; Contributor: Chemical Concepts; Synonyms: p-Menth-1-en-4-ol, 1-Terpinen-4-ol, 4-Carvomenthenol, 4-Terpineol, 1-Methyl-4-isopropyl-1-cyclohexen-4-ol, 4-Terpinenol, Terpene-4-ol, Terpinene-4-ol, para-Menth-1-en-4-ol, 1-para-Menthen-4-ol, Terpinenol-4, Terpinen-4-ol, Terpinenolu-4, 1-Isopropyl-4-methyl-3-cyclohexen-1-ol  #;",(Default),(Default),1180,14.653950195312763,14.153950195312763,15.153950195312763,13.653950195312763,15.653950195312763
403,NA,Naphthalene-D8,IS,NA,NA,16.7532419840498,16.2532419840498,17.2532430013024,15.7532419840498,17.7532430013024,7,90,Best Q Value (1),"From NIST: C10D8, Mol.weight = 136; Contributor: BATTELLE COLUMBUS LABORATORIES; Synonyms: Perdeuteronaphthalene;",(Default),(Default),1185.2640652413252,14.80451127535385,14.30451127535385,15.30451127535385,13.80451127535385,15.80451127535385
404,NA,70,15-16min,NA,NA,16.827989705404,16.327989705404,17.3279907226566,15.827989705404,17.8279907226566,7,90,Best Q Value (1),NA,(Default),(Default),1187.6992146411221,14.874160625596808,14.374160625596808,15.374160625596808,13.874160625596808,15.874160625596808
405,NA,Naphthalene,22-23min,NA,NA,16.8365325927738,16.3365325927738,17.3365315755212,15.8365325927738,17.8365315755212,7,90,Best Q Value (1),"From NIST: C10H8, Mol.weight = 128; Contributor: NIST Mass Spectrometry Data Center, 1998.; Synonyms: Albocarbon, Dezodorator, Moth flakes, Naphthalin, Naphthaline, Naphthene, Tar camphor, White tar, Camphor tar, Moth balls, Naftalen, NCI-C52904, Mighty 150, Mighty rd1, Napthalene, molten, Rcra waste number U165, UN 1334, UN 2304;",(Default),(Default),1185,14.796958567301694,14.296958567301694,15.296958567301694,13.796958567301694,15.796958567301694
406,NA,"Ethanone, 1-(4-methylphenyl)-",23-24min,NA,NA,16.8771097819014,16.3771097819014,17.3771097819014,15.8771097819014,17.8771097819014,7,90,Best Q Value (1),"From NIST: C9H10O, Mol.weight = 134; Contributor: Chemical Concepts; Synonyms: Acetophenone, 4'-methyl-, p-Acetyltoluene, p-Methylacetophenone, Melilotal, Methyl p-tolyl ketone, 1-Acetyl-4-methylbenzene, 4-Methylacetophenone, 4'-Methylacetophenone, (4-Methylphenyl)ethanone, p-Acetotoluene, 1-Methyl-4-acetylbenzene, (4-Methylphenyl) methyl ketone, p-Methyl acetophenone, 4-Acetyltoluene, Esberiven, Melilot, Sweet clover, Yellow melilot, Yellow sweet clover, 1-(4-Methylphenyl)ethanone  #;",(Default),(Default),1187,14.854161916097267,14.354161916097267,15.354161916097267,13.854161916097267,15.854161916097267
407,NA,p-Cymen-8-ol,25-26min,NA,NA,16.907008870443,16.407008870443,17.4070088704431,15.907008870443,17.9070088704431,7,90,Best Q Value (1),"Benzenemethanol, alpha,alpha,4-trimethyl-",(Default),(Default),1188,14.88276359049506,14.38276359049506,15.38276359049506,13.88276359049506,15.88276359049506
408,NA,"Butanoic acid, 3-hexenyl ester, (Z)-",-,TRUE,NA,16.9475860595707,16.4475860595706,17.4475870768233,15.9475860595706,17.9475870768233,7,90,Best Q Value (1),NA,(Default),(Default),1190,14.939966939290631,14.439966939290631,15.439966939290631,13.939966939290631,15.939966939290631
409,NA,"3,7-Octadiene-2,6-diol, 2,6-dimethyl-",26-27 min,TRUE,NA,17.0116556803389,16.5116556803389,17.5116556803389,16.0116556803389,18.0116556803389,7,90,Best Q Value (1),NA,(Default),(Default),1192,14.997170288086204,14.497170288086204,15.497170288086204,13.997170288086204,15.997170288086204
410,NA,158,27-28min,NA,NA,17.0191304524743,16.5191304524743,17.5191304524743,16.0191304524743,18.0191304524743,7,90,Best Q Value (1),NA,(Default),(Default),1193.9262442692147,15.052264099484887,14.552264099484887,15.552264099484887,14.052264099484887,16.052264099484887
411,NA,109,19-20min,NA,NA,17.0533009847009,16.5533009847009,17.5532999674483,16.0533009847008,18.0532999674483,7,90,Best Q Value (1),NA,(Default),(Default),1195.0394601577373,15.084103937862851,14.584103937862851,15.584103937862851,14.084103937862851,16.08410393786285
412,NA,alpha-Terpineol,21-22min,NA,NA,17.1056233723962,16.6056233723962,17.6056233723962,16.1056233723962,18.1056233723962,7,90,Best Q Value (1),"From NIST: C10H18O, Mol.weight = 154; Contributor: Chemical Concepts; Synonyms: p-Menth-1-en-8-ol, ?-Terpineol, Terpineol schlechthin, Terpineol, Terpineol, ?, Terpenol, ?-Terpinol, l-?-Terpineol, 3-Cyclohexene-1-methanol, ?,?,4-trimethyl-, (S)-, p-Menth-1-en-8-ol, (S)-(-)-, ?,?,4-Trimethyl-3-Cyclohexene-1-methanol, Lily of valley, artificial, 2-(4-Methyl-3-cyclohexen-1-yl)-2-propanol  #;",(Default),(Default),1194,15.054373636881778,14.554373636881778,15.554373636881778,14.054373636881778,16.054373636881778
413,NA,Cryptone,-,TRUE,NA,17.1077596028649,16.6077596028649,17.6077596028649,16.1077596028649,18.1077596028649,7,90,Best Q Value (1),15.07,(Default),(Default),1189,14.911365264892845,14.411365264892845,15.411365264892845,13.911365264892845,15.911365264892845
414,NA,p-Creosol,27-28min,NA,NA,17.138726806641,16.638726806641,17.638726806641,16.1387268066409,18.138726806641,7,90,Best Q Value (1),NA,(Default),(Default),1198.5,15.18308117167182,14.68308117167182,15.68308117167182,14.18308117167182,16.18308117167182
415,NA,Myrtenol,20-21 min,TRUE,NA,17.1504740397139,16.6504740397139,17.6504740397139,16.1504740397139,18.1504740397139,7,90,Best Q Value (1),15.55,(Default),(Default),1200,15.2259836832685,14.7259836832685,15.7259836832685,14.2259836832685,16.225983683268502
416,NA,Decanone<2->,17-18min,NA,NA,17.1547444661462,16.6547444661462,17.6547444661462,16.1547444661462,18.1547444661462,7,90,Best Q Value (1),15.38,(Default),(Default),1193,15.02577196248399,14.52577196248399,15.52577196248399,14.02577196248399,16.02577196248399
417,NA,Methyl salicylate,23-24min,NA,NA,17.2027974446618,16.7027974446618,17.7027974446618,16.2027974446618,18.2027974446618,7,90,Best Q Value (1),"From NIST: C8H8O3, Mol.weight = 152; Contributor: Dr. P.K. Shah, NYC Police Laboratory, NY; Synonyms: Salicylic acid, methyl ester, o-Hydroxybenzoic acid, methyl ester, Analgit, Betula, Betula oil, Betula Lenta, Exagien, Flucarmit, Gaultheria oil, Gaultheria Oil, artificial, Gaultheriaoel, Methyl o-hydroxybenzoate, Methyl 2-hydroxybenzoate, Oil of Wintergreen, Spicewood Oil, Sweet birch oil, Teaberry oil, Wintergreen oil, Wintergruenoel, 2-(Methoxycarbonyl)phenol, 2-Hydroxybenzoic acid, methyl ester, Natural wintergreen oil, Synthetic wintergreen oil, Wintergreen Oil, synthetic, Gaultheric acid, Methyl salicylate;",(Default),(Default),1198,15.168780334472928,14.668780334472928,15.668780334472928,14.168780334472928,16.168780334472928
